콘텐츠아이디,제목_x,지번주소_x,위도,경도,조회수,좋아요수,리뷰수,북마크수,소셜네트워크공유수,인기점수,읍면,시,관광객수,카드사용금액,관광지개수,콘텐츠분류.1,콘텐츠분류.2,관광지면적,ratio,rank_,읍면동별_관광지면적,오버투어리즘,인구혼잡도,연락처,imgpath,소개
CNTS_200000000007620,부자식당,제주특별자치도 제주시 용담1동 2825-8,33.500977,126.514211,3367,0,0,7,4,6734,용담1동,제주시,476474,19,23,음식점,1,531,80.52,0,153071,3.1127646647634104,0,,,
CONT_000000000500497,유건에오름,제주특별자치도 서귀포시 성산읍 난산리 2302,33.413593,126.84679,3299,2,1,4,0,6609,성산읍,서귀포시,9044676,123,288,관광지,2,208,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000020345,남양수산,제주특별자치도 서귀포시 성산읍 고성리 1191-6,33.450134,126.91422,3251,0,1,12,4,6507,성산읍,서귀포시,9044676,123,288,음식점,1,499,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000019113,상추자항,제주특별자치도 제주시 추자면 대서리 147-5,33.962449,126.2955716,3289,0,0,1,1,6578,추자면,제주시,823407,19,101,관광지,2,876,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_000000000022148,은혜전복,제주특별자치도 제주시 애월읍 애월리 2528,33.46293,126.31022,3237,0,0,14,0,6474,애월읍,제주시,13178838,173.6,403,음식점,1,276,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_200000000007338,옥수카페,제주특별자치도 제주시 애월읍 소길리 652-1,33.4194584,126.383518,2842,1,0,12,2,5687,애월읍,제주시,13178838,173.6,403,쇼핑,5,2776,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000018512,우도사랑,제주특별자치도 제주시 우도면 연평리 2401-4,33.509827,126.94633,3101,0,5,3,0,6227,우도면,제주시,1710982,31.7,134,숙박,0,1960,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000020755,우드스탁,제주특별자치도 제주시 구좌읍 월정리 4-1,33.555305,126.79668,3149,0,4,6,1,6318,구좌읍,제주시,8197921,87.7,439,음식점,1,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000022067,금룡사,제주특별자치도 제주시 구좌읍 김녕리 1145-49,33.5398407,126.746583,3255,1,0,3,0,6513,구좌읍,제주시,8197921,87.7,439,관광지,2,244,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000008076,고사리식당,제주특별자치도 제주시 조천읍 선흘리 1856-8,33.4777041,126.7135515,2959,0,0,4,0,5918,조천읍,제주시,9102603,134.3,300,음식점,1,2397,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000018359,비바리짬뽕,제주특별자치도 제주시 애월읍 하귀1리 138-1,33.485847,126.41553,3152,1,3,4,0,6322,애월읍,제주시,13178838,173.6,403,음식점,1,876,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_200000000007251,큰손상회,제주특별자치도 제주시 구좌읍 행원리 1537-11,33.554242,126.8004857,2434,0,0,9,0,4868,구좌읍,제주시,8197921,87.7,439,쇼핑,5,5441,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000020138,어사촌도야지,제주특별자치도 제주시 애월읍 어음리 2473-4,33.419827,126.33878,3157,2,1,6,1,6325,애월읍,제주시,13178838,173.6,403,음식점,1,900.5,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020267,돝오름(돗오름),제주특별자치도 제주시 구좌읍 송당리 산 3,33.481293,126.8003,3244,1,1,7,0,6496,구좌읍,제주시,8197921,87.7,439,관광지,2,427.6,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000022363,써니하우스 커피&핫도그,제주특별자치도 서귀포시 안덕면 사계리 176-6,33.23643,126.31268,1761,0,0,0,0,3522,안덕면,서귀포시,11308881,142.5,335,음식점,1,10026,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000500482,"웃밤(웃바매기,웃밤오름)",제주특별자치도 제주시 조천읍 선흘리 산 84,33.47828,126.71444,3242,0,0,6,0,6484,조천읍,제주시,9102603,134.3,300,관광지,2,796,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020415,야야카페,제주특별자치도 제주시 조천읍 함덕리 215-2,33.5439257,126.6737086,3230,0,2,6,0,6470,조천읍,제주시,9102603,134.3,300,음식점,1,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_200000000007199,커피먹는 고냉이,제주특별자치도 서귀포시 성산읍 고성리 212-3,33.4327935,126.9279101,3126,1,0,7,0,6255,성산읍,서귀포시,9044676,123,288,음식점,1,1610,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000021450,느르왓,제주특별자치도 제주시 한경면 고산리 2157-4,33.499622,126.53119,2985,0,0,0,1,5970,한경면,제주시,3962233,35.7,156,숙박,0,2949,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_200000000007208,선우스타일,제주특별자치도 제주시 일도1동 1148-2 (주)동문시장 2층,33.5127431,126.5283168,3359,0,0,4,2,6718,일도1동,제주시,907667,48.7,24,쇼핑,5,876,66.92,0,25857.9,35.10211579439939,0,,,
CNTS_000000000018315,아뜰리에 제주명월,제주특별자치도 서귀포시 안덕면 상창리 1273-1,33.279503,126.36156,3331,1,9,29,0,6710,안덕면,서귀포시,11308881,142.5,335,음식점,1,124,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000022032,라신동,제주특별자치도 제주시 한림읍 귀덕리,33.431778,126.290634,3155,0,0,8,2,6310,한림읍,제주시,7826109,109.7,270,관광지,2,1548,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000018296,마초그릴,제주특별자치도 제주시 일도1동 1280-3 2층,33.5147835,126.524992,3147,1,1,5,2,6302,일도1동,제주시,907667,48.7,24,음식점,1,2254.5,66.92,0,25857.9,35.10211579439939,0,,,
CONT_000000000501225,마돈,제주특별자치도 서귀포시 성산읍 고성리 206-11,33.4375266,126.9218868,3251,0,0,11,0,6502,성산읍,서귀포시,9044676,123,288,음식점,1,956,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_200000000007192,남원 위미2리 어촌계,제주특별자치도 서귀포시 남원읍 위미리 1662-1,33.274857,126.6695033,3319,0,0,10,4,6638,남원읍,서귀포시,4769707,45.4,171,관광지,2,910,10.06,0,4403900.6,1.0830641817846662,0,,,
CNTS_000000000021511,온평리 환해장성,제주특별자치도 서귀포시 성산읍 온평리 66-2,33.418377,126.91146,3268,0,0,11,2,6536,성산읍,서귀포시,9044676,123,288,관광지,2,876,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000020910,달잠키친,제주특별자치도 제주시 조천읍 함덕리 286-8,33.5400927,126.6737661,3282,0,2,22,1,6574,조천읍,제주시,9102603,134.3,300,음식점,1,707,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000501395,탑부평,제주특별자치도 제주시 건입동 1381-1,33.5155173,126.5270364,3309,0,1,18,0,6623,건입동,제주시,2821681,26.4,57,음식점,1,1274,29.22,0,118303.2,23.851265223594968,0,,,
CNTS_200000000007633,북타임,제주특별자치도 서귀포시 서홍동 397-130 2층,33.2811103,126.540806,3391,0,0,4,3,6782,서흥동,서귀포시,460614,19,50,쇼핑,5,876,23.58,0,1601680.9,0.2875816275264318,0,,,
CNTS_000000000021612,볼레낭길,제주특별자치도 서귀포시 안덕면 감산리 1049,33.235916,126.34946,3128,0,1,10,2,6261,안덕면,서귀포시,11308881,142.5,335,관광지,2,1700,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000020134,얌얌돈까스,제주특별자치도 제주시 구좌읍 세화리 1421-1,33.5231628,126.8562384,3220,1,3,3,1,6458,구좌읍,제주시,8197921,87.7,439,음식점,1,992,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000008030,카페선흘,제주특별자치도 제주시 조천읍 선흘리 3977,33.4777041,126.7135515,1687,0,0,1,0,3374,조천읍,제주시,9102603,134.3,300,음식점,1,10955,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000501322,옛정의골 식당,제주특별자치도 서귀포시 표선면 성읍리 532-6,33.389114,126.80473,3372,0,0,13,0,6744,표선면,서귀포시,5707617,99.4,183,음식점,1,662,8,0,30090733.4,0.1896802222839806,0,,,
CONT_000000000500159,동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,33.207508,126.28816,3196,0,0,5,0,6392,대정읍,서귀포시,4956729,65.2,171,관광지,2,1871,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000000590,맵찜,제주특별자치도 제주시 조천읍 선흘리 475-4,33.45958,126.71228,2614,0,1,6,0,5233,조천읍,제주시,9102603,134.3,300,음식점,1,5179,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_200000000007596,토향,제주특별자치도 제주시 한경면 청수리 148-1,33.3044709,126.2590073,1215,0,0,1,2,2430,한경면,제주시,3962233,35.7,156,음식점,1,14478.5,12.99,0,4021104.1,0.9853594688085792,0,,,
CONT_000000000501260,부지깽이,제주특별자치도 제주시 이도이동 1178-6,33.4992737,126.5316548,3475,0,0,2,3,6950,이도2동,제주시,2396297,59.7,92,음식점,1,409,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000019558,남두연대,제주특별자치도 제주시 애월읍 신엄리 2780-1,33.479195,126.35852,3262,0,0,4,1,6524,애월읍,제주시,13178838,173.6,403,관광지,2,876,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000019450,배령연대,제주특별자치도 제주시 한림읍 금능리 1649,33.387947,126.22378,3324,0,0,8,1,6648,한림읍,제주시,7826109,109.7,270,관광지,2,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_200000000008160,제주허니와인,제주특별자치도 제주시 애월읍 하가리 257-6 ,33.443341,126.3674866,2713,0,0,3,0,5426,애월읍,제주시,13178838,173.6,403,쇼핑,5,4395,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020737,골목집갈치와고등어,제주특별자치도 서귀포시 표선면 표선리 40-5,33.325202,126.8379633,3178,1,1,9,3,6364,표선면,서귀포시,5707617,99.4,183,음식점,1,2086,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_200000000009485,이편한치과,제주특별자치도 제주시 아라일동 6035-1 반디빌딩 5층,33.4558924,126.5620301,2585,0,0,0,0,5170,아라동,제주시,2434115,25.8,73,관광지,2,6278,9.77,0,15144822.2,0.1607225867597178,0,,,
CNTS_000000000018939,물꼬해녀의집,제주특별자치도 제주시 우도면 연평리 891,33.518635,126.94996,3201,0,4,13,1,6422,우도면,제주시,1710982,31.7,134,음식점,1,2254.5,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000021493,성아시,제주특별자치도 제주시 한림읍 금능리 1439,33.38842,126.230446,3105,0,1,20,0,6215,한림읍,제주시,7826109,109.7,270,음식점,1,2443,10.03,0,38482491.7,0.2033680423037679,0,,,
CONT_000000000500441,여문영아리,제주특별자치도 서귀포시 표선면 가시리 산 145,33.36798932,126.6924295,1108,1,0,0,0,2219,표선면,서귀포시,5707617,99.4,183,관광지,2,15373,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000018119,제주펜션오다,제주특별자치도 제주시 용담삼동 2396,33.51774,126.4878545,3270,2,0,3,0,6546,용담2동,제주시,12013080,177.1,77,숙박,0,1907,41.08,0,10212835.2,1.1762727748705866,0,,,
CONT_000000000500194,모지오름,제주특별자치도 서귀포시 표선면 성읍리 산 22,33.393745,126.76842,3235,1,2,5,1,6483,표선면,서귀포시,5707617,99.4,183,관광지,2,1993,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000020539,인어공주,제주특별자치도 제주시 우도면 우도해안길 780-2,33.51627,126.957664,1668,0,1,9,0,3341,우도면,제주시,1710982,31.7,134,음식점,1,12129,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000021660,소라담하우스,제주특별자치도 제주시 조천읍 신촌리 1678-9,33.5301815,126.6225493,3448,1,1,0,0,6904,조천읍,제주시,9102603,134.3,300,숙박,0,435,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020617,산방산클립게스트하우스,제주특별자치도 서귀포시 안덕면 사계리 1504-6,33.237034,126.30206,970,0,2,5,0,1950,안덕면,서귀포시,11308881,142.5,335,숙박,0,15967,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000021321,가파도상동펜션,제주특별자치도 서귀포시 대정읍 가파리 209,33.174137,126.27002,1824,0,0,0,0,3648,대정읍,서귀포시,4956729,65.2,171,숙박,0,11099,9.65,0,1397166.1,3.547702023402944,0,,,
CONT_000000000500881,민박바당집,제주특별자치도 제주시 한림읍 협재리 1708-1,33.3965751,126.2425147,3402,0,0,0,8,6804,한림읍,제주시,7826109,109.7,270,숙박,0,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000018894,고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락리 2169,33.279945,126.16963,3520,4,2,30,2,7062,대정읍,서귀포시,4956729,65.2,171,관광지,2,340,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000020859,표선이레하우스,제주특별자치도 서귀포시 표선면 표선리 43-1,33.325752,126.84365,3449,1,2,2,1,6911,표선면,서귀포시,5707617,99.4,183,숙박,0,876,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000018153,아스타호텔,제주특별자치도 제주시 삼도일동 535-10,33.500881,126.5204994,3537,4,0,4,5,7086,삼도1동,제주시,593002,19,15,숙박,0,876,99.34,0,121764,4.870092966722512,0,,,
CNTS_000000000020637,제주명가두루치기,제주특별자치도 서귀포시 동홍동 385,33.249546,126.57111,3248,0,4,16,1,6516,동흥동,서귀포시,899817,19,24,음식점,1,2678,16.86,0,232830.1,3.864693611350079,0,,,
CNTS_000000000000612,돌하르방 캠핑장,제주특별자치도 제주시 한경면 청수리 2130,33.323902,126.23916,2763,1,0,1,0,5529,한경면,제주시,3962233,35.7,156,관광지,2,5466,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_000000000022140,삼다펜션,제주특별자치도 제주시 용담3동 2383-1,33.518208,126.48894,1095,0,0,0,0,2190,용담2동,제주시,12013080,177.1,77,숙박,0,16011,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_000000000020608,김이박,제주특별자치도 제주시 아라1동 6106-8,33.47534,126.54735,1866,0,1,1,1,3737,아라동,제주시,2434115,25.8,73,음식점,1,11405,9.77,0,15144822.2,0.1607225867597178,0,,,
CONT_000000000500961,아트모텔,제주특별자치도 제주시 연동 275-5,33.4839279,126.4912677,3451,0,0,0,0,6902,연동,제주시,12933413,347.2,187,숙박,0,792,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000018161,유니호텔제주,제주특별자치도 제주시 애월읍 구엄리 1216,33.4794113,126.3732685,3122,0,0,7,0,6244,애월읍,제주시,13178838,173.6,403,숙박,0,2555,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000022258,레이식당,제주특별자치도 제주시 구좌읍 평대리 2022-5,33.5360258,126.8395795,2859,0,0,7,1,5718,구좌읍,제주시,8197921,87.7,439,음식점,1,4238,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000020738,엄마야누나야,제주특별자치도 서귀포시 성산읍 성산리 382-10,33.466793,126.930595,1062,0,2,9,0,2134,성산읍,서귀포시,9044676,123,288,음식점,1,15874,5.8,0,23366366.2,0.3870809830926984,0,,,
CONT_000000000500780,가이아호텔,제주특별자치도 제주시 연동 272-4,33.4894172,126.4906421,3445,4,0,3,7,6902,연동,제주시,12933413,347.2,187,숙박,0,867,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000021472,모디카,제주특별자치도 제주시 한림읍 한림리 905-19,33.41082,126.26766,3120,0,2,7,0,6250,한림읍,제주시,7826109,109.7,270,음식점,1,3047,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_200000000009487,제원한의원,제주특별자치도 제주시 연동 282-52 2층,33.4879178,126.4928566,3024,1,0,1,2,6051,연동,제주시,12933413,347.2,187,관광지,2,3590,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000018614,키다리아저씨,제주특별자치도 제주시 우도면 연평리 1642-1,33.496246,126.95617,1683,0,3,4,0,3381,우도면,제주시,1710982,31.7,134,음식점,1,12530,2.26,0,4055278.5,0.421914796,0,,,
CONT_000000000500389,수월이못,제주특별자치도 서귀포시 대정읍 안성리 1747,33.258373,126.27856,3632,0,0,6,0,7264,대정읍,서귀포시,4956729,65.2,171,관광지,2,165,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000020202,면뽑는선생 만두빚는아내,제주특별자치도 제주시 한림읍 협재리 1398,33.399925,126.2495196,3476,1,3,19,0,6970,한림읍,제주시,7826109,109.7,270,음식점,1,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CONT_000000000500015,가세오름,제주특별자치도 서귀포시 표선면 토산리 산2,33.33146,126.78151,3604,0,0,2,0,7208,표선면,서귀포시,5707617,99.4,183,관광지,2,361,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000020817,안나의촐라체,제주특별자치도 제주시 구좌읍 종달리 1866,33.492725,126.894035,1379,0,3,6,0,2758,구좌읍,제주시,8197921,87.7,439,음식점,1,13772,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000021351,가파도 용궁정식,제주특별자치도 서귀포시 대정읍 가파리 559-1,33.1661962,126.2730328,3134,0,3,2,1,6283,대정읍,서귀포시,4956729,65.2,171,음식점,1,3435,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000018426,하도리일번지,제주특별자치도 제주시 구좌읍 하도리 1,33.521843,126.89876,3194,0,3,2,1,6403,구좌읍,제주시,8197921,87.7,439,숙박,0,2426,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000021131,달달하우스,제주특별자치도 제주시 한림읍 협재리 1576,33.39821,126.24653,3576,2,9,3,5,7203,한림읍,제주시,7826109,109.7,270,숙박,0,357.5,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000021434,천주교 순례길 - 김기량길,제주특별자치도 제주시 조천읍 조천리 3192-1,33.532906,126.63163,3217,0,0,5,2,6434,조천읍,제주시,9102603,134.3,300,관광지,2,2621,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000500132,대록산(큰사슴이),제주특별자치도 서귀포시 표선면 가시리 산 68-3,33.33027645,126.7828951,2571,2,2,8,2,5158,표선면,서귀포시,5707617,99.4,183,관광지,2,7006,8,0,30090733.4,0.1896802222839806,0,,,
CONT_000000000500991,올레프로방스,제주특별자치도 제주시 애월읍 광령리 2807-14,33.3701721,126.4819697,1435,0,0,0,0,2870,애월읍,제주시,13178838,173.6,403,숙박,0,13599,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020506,드헤브펜션,제주특별자치도 제주시 구좌읍 하도리 1774-10,33.52417,126.883354,3190,0,2,4,0,6390,구좌읍,제주시,8197921,87.7,439,숙박,0,2593.6,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000020696,비밀의숲 카페,제주특별자치도 제주시 구좌읍 송당리 산 66-2,33.499622,126.53119,3481,1,3,28,1,6980,구좌읍,제주시,8197921,87.7,439,음식점,1,701,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018747,올레크루즈,제주특별자치도 서귀포시 안덕면 화순리 636-15,33.236904,126.33513,3272,0,0,18,5,6544,안덕면,서귀포시,11308881,142.5,335,관광지,2,2288,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_200000000007921,제주한치빵 우도점,제주특별자치도 제주시 우도면 연평리 1200-7 제주한치빵 우도점,33.5141345,126.9571109,2352,0,0,2,1,4704,우도면,제주시,1710982,31.7,134,음식점,1,8773,2.26,0,4055278.5,0.421914796,0,,,
CNTS_200000000009481,조선한의원,제주특별자치도 제주시 노형동 682,33.483098,126.4772312,3577,1,0,2,5,7157,노형동,제주시,7543251,657.8,135,관광지,2,298,16.24,0,8329103.7,0.905649788,0,,,
CNTS_200000000008673,곽지레저 & 서프나우[폐업],제주특별자치도 제주시 애월읍 곽지리 1565-13,33.4491254,126.3040889,3446,3,4,11,6,6921,애월읍,제주시,13178838,173.6,403,관광지,2,1078,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000021097,형제해안로전망대,제주특별자치도 서귀포시 안덕면 사계리 2147-13,33.227848,126.30391,3512,1,0,29,1,7027,안덕면,서귀포시,11308881,142.5,335,관광지,2,876,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_200000000008029,추억애거리,제주특별자치도 제주시 도두1동 2630-1,33.505996,126.4657678,3240,1,0,1,2,6483,도두동,제주시,2250484,44.6,46,관광지,2,3511,20.85,0,4430048.8,0.5080043362050549,0,,,
CONT_000000000501232,만세국수 삼성혈점,제주특별자치도 제주시 이도일동 1272-4,33.5060627,126.5290897,3640,1,1,17,1,7288,이도1동,제주시,979598,26.5,26,음식점,1,1064.3,95.7,0,4711071.3,0.2079352948871735,0,,,
CNTS_200000000008092,앙뚜아네트 용담점,제주특별자치도 제주시 용담3동 503-5,33.5161451,126.5089716,942,0,0,1,2,1884,용담2동,제주시,12013080,177.1,77,음식점,1,17851,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_200000000007594,제주샘주 영농협동조합,제주특별자치도 제주시 애월읍 상가리 1997-1,33.4445996,126.3374444,3300,0,0,7,7,6600,애월읍,제주시,13178838,173.6,403,음식점,1,2254.5,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000021845,햇살가득돌담집,제주특별자치도 제주시 조천읍 함덕리 2936-1,33.541645,126.65835,2999,0,1,13,1,6003,조천읍,제주시,9102603,134.3,300,음식점,1,4426,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000500253,부대악오름,제주특별자치도 제주시 조천읍 선흘리 산 103,33.46732272,126.7014494,3571,0,0,4,4,7142,조천읍,제주시,9102603,134.3,300,관광지,2,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000022055,손맛촌,제주특별자치도 제주시 조천읍 교래리 534,33.4276176,126.6665803,3634,0,1,36,1,7273,조천읍,제주시,9102603,134.3,300,음식점,1,440,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000021063,피자굽는돌하르방,제주특별자치도 제주시 한경면 청수리 144-1,33.30488,126.25584,3186,0,4,25,2,6392,한경면,제주시,3962233,35.7,156,음식점,1,3756,12.99,0,4021104.1,0.9853594688085792,0,,,
CONT_000000000501231,만세국수,제주특별자치도 제주시 오라일동 1074-6,33.4940741,126.5188397,1731,1,1,10,1,3470,오라동,제주시,1447924,26.5,54,음식점,1,13259,13.72,0,151570.9,9.552783548821049,0,,,
CNTS_200000000007198,이런날N,제주특별자치도 제주시 구좌읍 한동리 1358-4,33.5425546,126.8306515,2104,0,0,7,5,4208,구좌읍,제주시,8197921,87.7,439,음식점,1,9980,7.16,0,11479537.6,0.7141333811215532,0,,,
CONT_000000000500125,단산과 방사탑,제주특별자치도 제주시 조천읍 신흥리 59-8,33.548756,126.65135,3694,0,0,5,1,7388,조천읍,제주시,9102603,134.3,300,관광지,2,248.4,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000501135,호스텔린든(Hostel lyndon),제주특별자치도 제주시 이도이동 1781-5,33.4999689,126.5262754,3686,2,1,5,6,7383,이도2동,제주시,2396297,59.7,92,숙박,0,876,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000019536,가메오름,제주특별자치도 제주시 애월읍 봉성리 산 125,33.36623487,126.3571601,3655,1,0,10,1,7313,애월읍,제주시,13178838,173.6,403,관광지,2,194,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000019426,나비스호텔,제주특별자치도 제주시 애월읍 하귀2리 2749-3,33.4862269,126.3916298,3640,0,0,1,3,7280,애월읍,제주시,13178838,173.6,403,숙박,0,330.7,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000021314,제주마로펜션,제주특별자치도 제주시 한림읍 협재리 1579,33.398388,126.2464,1384,1,0,3,2,2771,한림읍,제주시,7826109,109.7,270,숙박,0,14939,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000022845,다랑쉬마을,제주특별자치도 제주시 구좌읍 세화리 2668-2,33.470287,126.8238,3639,2,0,5,0,7284,구좌읍,제주시,8197921,87.7,439,관광지,2,382,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000020400,애월애휴양펜션,제주특별자치도 제주시 애월읍 신엄리 3075,33.4691622,126.3587444,3453,0,0,2,2,6906,애월읍,제주시,13178838,173.6,403,숙박,0,1590,8.59,0,60903578.3,0.2163885664497976,0,,,
CONT_000000000501296,신옛촌,제주특별자치도 서귀포시 안덕면 사계리 863-7,33.247074,126.302536,3685,0,1,11,0,7375,안덕면,서귀포시,11308881,142.5,335,음식점,1,298,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000020149,흑소랑,제주특별자치도 제주시 아라2동 3007-2,33.4909315,126.5451156,3689,3,3,13,8,7402,아라동,제주시,2434115,25.8,73,음식점,1,1009,9.77,0,15144822.2,0.1607225867597178,0,,,
CNTS_000000000018320,동거문이오름,제주특별자치도 제주시 구좌읍 종달리 산 70,33.449257,126.806145,3679,0,3,8,1,7373,구좌읍,제주시,8197921,87.7,439,관광지,2,165.1,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000019117,엄바위장승,제주특별자치도 제주시 추자면 예초리 332,33.952473,126.32899,3327,0,0,2,0,6654,추자면,제주시,823407,19,101,관광지,2,3314,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_000000000020483,국수장터,제주특별자치도 제주시 이도이동 1168-5,33.5027151,126.5342559,3077,0,2,15,0,6164,이도2동,제주시,2396297,59.7,92,음식점,1,4836,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000021623,기독교순례길 2코스(순교의길),제주특별자치도 제주시 한림읍 협재리 1791,33.39475,126.2431,3642,2,0,12,1,7290,한림읍,제주시,7826109,109.7,270,관광지,2,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000020929,신도포구,제주특별자치도 서귀포시 대정읍 신도리,33.27674613,126.1697204,2931,0,1,7,1,5867,대정읍,서귀포시,4956729,65.2,171,관광지,2,5660,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_200000000008501,리틀비엣,제주특별자치도 제주시 아라일동 6109-1,33.4515309,126.5632259,2010,0,0,3,1,4020,아라동,제주시,2434115,25.8,73,음식점,1,11765.7,9.77,0,15144822.2,0.1607225867597178,0,,,
CNTS_200000000009480,서귀포의료원,제주특별자치도 서귀포시 동홍동 1530-2,33.2557649,126.5645342,3768,1,0,0,2,7539,동흥동,서귀포시,899817,19,24,관광지,2,828,16.86,0,232830.1,3.864693611350079,0,,,
CNTS_000000000021171,유람위드북스,제주특별자치도 제주시 한경면 조수리 43-1,33.3397619,126.2348699,3301,3,3,7,1,6626,한경면,제주시,3962233,35.7,156,음식점,1,3448,12.99,0,4021104.1,0.9853594688085792,0,,,
CONT_000000000500154,동계 정온 유허비,제주특별자치도 서귀포시 대정읍 안성리,33.250454,126.27403,3384,0,0,0,0,6768,대정읍,서귀포시,4956729,65.2,171,관광지,2,2902,9.65,0,1397166.1,3.547702023402944,0,,,
CONT_000000000500596,족은바리메,제주특별자치도 제주시 애월읍 상가리 산 124,33.44355792,126.3533489,3208,0,0,2,0,6416,애월읍,제주시,13178838,173.6,403,관광지,2,3349,8.59,0,60903578.3,0.2163885664497976,0,,,
